Datetime (UTC),Timeslot,Region,Value
2025-08-28T18:00Z,85, London,84
2025-08-28T18:30Z,86, London,79
2025-08-28T19:00Z,87, London,82
2025-08-28T19:30Z,88, London,81
2025-08-28T20:00Z,89, London,68
2025-08-28T20:30Z,90, London,63
2025-08-28T21:00Z,91, London,65
2025-08-28T21:30Z,92, London,60
2025-08-28T22:00Z,93, London,56
2025-08-28T22:30Z,94, London,55
2025-08-28T23:00Z,95, London,56
2025-08-28T23:30Z,96, London,65
2025-08-29T00:00Z,97, London,57
2025-08-27T00:00Z,1, South East England,123
2025-08-27T00:30Z,2, South East England,111
2025-08-27T01:00Z,3, South East England,114
2025-08-27T01:30Z,4, South East England,104
2025-08-27T02:00Z,5, South East England,105
2025-08-27T02:30Z,6, South East England,111
2025-08-27T03:00Z,7, South East England,110
2025-08-27T03:30Z,8, South East England,107
2025-08-27T04:00Z,9, South East England,109
2025-08-27T04:30Z,10, South East England,113
2025-08-27T05:00Z,11, South East England,127
2025-08-27T05:30Z,12, South East England,129
2025-08-27T06:00Z,13, South East England,140
2025-08-27T06:30Z,14, South East England,133
2025-08-27T07:00Z,15, South East England,122
2025-08-27T07:30Z,16, South East England,115
2025-08-27T08:00Z,17, South East England,104
2025-08-27T08:30Z,18, South East England,104
2025-08-27T09:00Z,19, South East England,98
2025-08-27T09:30Z,20, South East England,95
2025-08-27T10:00Z,21, South East England,91
2025-08-27T10:30Z,22, South East England,82
2025-08-27T11:00Z,23, South East England,80
2025-08-27T11:30Z,24, South East England,85
2025-08-27T12:00Z,25, South East England,79
2025-08-27T12:30Z,26, South East England,74
2025-08-27T13:00Z,27, South East England,76
2025-08-27T13:30Z,28, South East England,70
2025-08-27T14:00Z,29, South East England,65
2025-08-27T14:30Z,30, South East England,68
2025-08-27T15:00Z,31, South East England,86
2025-08-27T15:30Z,32, South East England,101
2025-08-27T16:00Z,33, South East England,112
2025-08-27T16:30Z,34, South East England,125
2025-08-27T17:00Z,35, South East England,132
2025-08-27T17:30Z,36, South East England,142
2025-08-27T18:00Z,37, South East England,143
2025-08-27T18:30Z,38, South East England,158
2025-08-27T19:00Z,39, South East England,169
2025-08-27T19:30Z,40, South East England,156
2025-08-27T20:00Z,41, South East England,150
2025-08-27T20:30Z,42, South East England,143
2025-08-27T21:00Z,43, South East England,146
2025-08-27T21:30Z,44, South East England,138
2025-08-27T22:00Z,45, South East England,121
2025-08-27T22:30Z,46, South East England,122
2025-08-27T23:00Z,47, South East England,107
2025-08-27T23:30Z,48, South East England,108
2025-08-28T00:00Z,49, South East England,163
2025-08-28T00:30Z,50, South East England,151
2025-08-28T01:00Z,51, South East England,134
2025-08-28T01:30Z,52, South East England,127
2025-08-28T02:00Z,53, South East England,127
2025-08-28T02:30Z,54, South East England,125
2025-08-28T03:00Z,55, South East England,130
2025-08-28T03:30Z,56, South East England,131
2025-08-28T04:00Z,57, South East England,136
2025-08-28T04:30Z,58, South East England,145
2025-08-28T05:00Z,59, South East England,147
2025-08-28T05:30Z,60, South East England,144
2025-08-28T06:00Z,61, South East England,159
2025-08-28T06:30Z,62, South East England,175
2025-08-28T07:00Z,63, South East England,165
2025-08-28T07:30Z,64, South East England,161
2025-08-28T08:00Z,65, South East England,141
2025-08-28T08:30Z,66, South East England,130
2025-08-28T09:00Z,67, South East England,128
2025-08-28T09:30Z,68, South East England,128
2025-08-28T10:00Z,69, South East England,112
2025-08-28T10:30Z,70, South East England,112
2025-08-28T11:00Z,71, South East England,111
2025-08-28T11:30Z,72, South East England,112
2025-08-28T12:00Z,73, South East England,106
2025-08-28T12:30Z,74, South East England,101
2025-08-28T13:00Z,75, South East England,117
2025-08-28T13:30Z,76, South East England,115
2025-08-28T14:00Z,77, South East England,112
2025-08-28T14:30Z,78, South East England,120
2025-08-28T15:00Z,79, South East England,120
2025-08-28T15:30Z,80, South East England,122
2025-08-28T16:00Z,81, South East England,113
2025-08-28T16:30Z,82, South East England,105
2025-08-28T17:00Z,83, South East England,108
2025-08-28T17:30Z,84, South East England,114
2025-08-28T18:00Z,85, South East England,108
2025-08-28T18:30Z,86, South East England,102
2025-08-28T19:00Z,87, South East England,102
2025-08-28T19:30Z,88, South East England,103
2025-08-28T20:00Z,89, South East England,102
2025-08-28T20:30Z,90, South East England,100
2025-08-28T21:00Z,91, South East England,105
2025-08-28T21:30Z,92, South East England,96
2025-08-28T22:00Z,93, South East England,87
2025-08-28T22:30Z,94, South East England,84
2025-08-28T23:00Z,95, South East England,83
2025-08-28T23:30Z,96, South East England,92
2025-08-29T00:00Z,97, South East England,84
